epoch,step,train/av2/brier_fde,train/av2/minADE6,train/av2/minFDE6,train/av2/miss_rate,train/brier_fde,train/minADE6,train/minFDE6,train/miss_rate,train/nuscenes/brier_fde,train/nuscenes/minADE6,train/nuscenes/minFDE6,train/nuscenes/miss_rate,train/waymo/brier_fde,train/waymo/minADE6,train/waymo/minFDE6,train/waymo/miss_rate,val/av2/brier_fde,val/av2/minADE6,val/av2/minFDE6,val/av2/miss_rate,val/brier_fde,val/minADE6,val/minFDE6,val/miss_rate,val/nuscenes/brier_fde,val/nuscenes/minADE6,val/nuscenes/minFDE6,val/nuscenes/miss_rate,val/waymo/brier_fde,val/waymo/minADE6,val/waymo/minFDE6,val/waymo/miss_rate
0,1557,,,,,,,,,,,,,,,,,7.68704080581665,3.132490873336792,6.853178977966309,0.7303102612495422,8.614986419677734,3.2028801441192627,7.781972885131836,0.7814000248908997,6.862286567687988,2.781003475189209,6.02844762802124,0.8611111044883728,8.729201316833496,3.2161569595336914,7.896285533905029,0.784874677658081
0,1557,11.871644020080566,5.021111011505127,11.044075965881348,0.7890547513961792,15.423911094665527,6.062923908233643,14.594696044921875,0.8347312808036804,10.987808227539062,4.590021133422852,10.161002159118652,0.8308157324790955,15.80522632598877,6.177274703979492,14.975814819335938,0.8388554453849792,,,,,,,,,,,,,,,,
1,3115,,,,,,,,,,,,,,,,,6.719343185424805,2.6492369174957275,5.891458034515381,0.7565632462501526,6.731139183044434,2.5861737728118896,5.903085708618164,0.7821999788284302,6.727270126342773,2.523301601409912,5.893303871154785,0.8333333134651184,6.732296943664551,2.58131742477417,5.904323577880859,0.7837657928466797
1,3115,6.743018627166748,2.833488702774048,5.912534713745117,0.7492537498474121,7.642950057983398,3.0004589557647705,6.812241554260254,0.7952402234077454,6.7868733406066895,2.820244550704956,5.955936908721924,0.8036254048347473,7.735629081726074,3.017967462539673,6.9048967361450195,0.7992115616798401,,,,,,,,,,,,,,,,
2,4673,,,,,,,,,,,,,,,,,5.743445873260498,2.27435040473938,4.928774356842041,0.7374701499938965,5.932515621185303,2.28791880607605,5.109329700469971,0.7422000169754028,5.927285194396973,2.163998603820801,5.0924787521362305,0.75,5.950165748596191,2.2911579608917236,5.126380443572998,0.742514967918396
2,4673,6.006593704223633,2.478268623352051,5.182835102081299,0.734825849533081,6.409657001495361,2.519505500793457,5.584710597991943,0.7586386799812317,6.320998668670654,2.599736452102661,5.490448951721191,0.7794561982154846,6.44683837890625,2.5220019817352295,5.621868133544922,0.7604535818099976,,,,,,,,,,,,,,,,
3,6231,,,,,,,,,,,,,,,,,5.931354522705078,2.2777998447418213,5.116003513336182,0.7374701499938965,6.0842719078063965,2.2681827545166016,5.266133785247803,0.7427999973297119,6.583133697509766,2.4544785022735596,5.750497817993164,0.7916666865348816,6.090517044067383,2.2643141746520996,5.272347450256348,0.742514967918396
3,6231,5.666112422943115,2.3331351280212402,4.8448686599731445,0.7079601883888245,5.947748184204102,2.3131401538848877,5.124966144561768,0.7384917736053467,6.162543296813965,2.4950671195983887,5.330842971801758,0.7824773192405701,5.9696807861328125,2.3086955547332764,5.146887302398682,0.7405651807785034,,,,,,,,,,,,,,,,
4,7789,,,,,,,,,,,,,,,,,5.346651554107666,2.1130151748657227,4.536810398101807,0.7207637429237366,5.378795623779297,1.995330810546875,4.564706325531006,0.724399983882904,6.842514514923096,2.441105604171753,6.014120578765869,0.7916666865348816,5.358407974243164,1.977277159690857,4.544153213500977,0.7236638069152832
4,7789,5.430098533630371,2.2299842834472656,4.6079325675964355,0.6910447478294373,5.65929651260376,2.19509220123291,4.8393449783325195,0.7255688905715942,6.012501239776611,2.4527058601379395,5.188833713531494,0.7401812672615051,5.674520015716553,2.1882081031799316,4.8548264503479,0.7284284234046936,,,,,,,,,,,,,,,,
5,9347,,,,,,,,,,,,,,,,,4.903443336486816,2.0260963439941406,4.093148708343506,0.6682577729225159,5.083181381225586,1.9390031099319458,4.272134780883789,0.6944000124931335,5.595224857330322,2.065828561782837,4.769288539886475,0.6388888955116272,5.091705799102783,1.9288853406906128,4.280826568603516,0.697715699672699
5,9347,5.147349834442139,2.093991994857788,4.325230598449707,0.683582067489624,5.362310409545898,2.0723915100097656,4.541179180145264,0.7065457105636597,5.837533473968506,2.2767248153686523,5.01220703125,0.7673715949058533,5.3744916915893555,2.0674710273742676,4.5534987449646,0.7076984643936157,,,,,,,,,,,,,,,,
