epoch,step,train/av2/brier_fde,train/av2/minADE6,train/av2/minFDE6,train/av2/miss_rate,train/brier_fde,train/minADE6,train/minFDE6,train/miss_rate,train/nuscenes/brier_fde,train/nuscenes/minADE6,train/nuscenes/minFDE6,train/nuscenes/miss_rate,train/waymo/brier_fde,train/waymo/minADE6,train/waymo/minFDE6,train/waymo/miss_rate,val/av2/brier_fde,val/av2/minADE6,val/av2/minFDE6,val/av2/miss_rate,val/brier_fde,val/minADE6,val/minFDE6,val/miss_rate,val/nuscenes/brier_fde,val/nuscenes/minADE6,val/nuscenes/minFDE6,val/nuscenes/miss_rate,val/waymo/brier_fde,val/waymo/minADE6,val/waymo/minFDE6,val/waymo/miss_rate
0,1557,,,,,,,,,,,,,,,,,7.644893646240234,2.9210314750671387,6.814230442047119,0.7422434091567993,8.783831596374512,3.187140941619873,7.953452110290527,0.7807999849319458,6.320537567138672,2.42883038520813,5.489552021026611,0.8194444179534912,8.929000854492188,3.22397780418396,8.098653793334961,0.7837657928466797
0,1557,11.671365737915039,4.981338024139404,10.842710494995117,0.7880597114562988,15.384989738464355,6.051144599914551,14.554464340209961,0.8317614197731018,10.82777214050293,4.606084823608398,9.998147010803223,0.8308157324790955,15.782469749450684,6.167577743530273,14.951745986938477,0.8356661796569824,,,,,,,,,,,,,,,,
1,3115,,,,,,,,,,,,,,,,,6.2480387687683105,2.5236611366271973,5.421264171600342,0.7446300983428955,6.254026412963867,2.449852228164673,5.426153659820557,0.7670000195503235,6.336532115936279,2.53376841545105,5.505929470062256,0.8194444179534912,6.253267288208008,2.4416518211364746,5.425332546234131,0.768241286277771
1,3115,6.464417457580566,2.759133815765381,5.633049964904785,0.7412935495376587,7.363952159881592,2.929029941558838,6.53256893157959,0.7869727611541748,6.463009357452393,2.649824380874634,5.629388809204102,0.8036254048347473,7.457250595092773,2.948253631591797,6.625901699066162,0.7907955646514893,,,,,,,,,,,,,,,,
2,4673,,,,,,,,,,,,,,,,,5.458493709564209,2.234623432159424,4.643592357635498,0.7064439058303833,5.807613849639893,2.2167298793792725,4.986170291900635,0.7427999973297119,5.919961929321289,2.206526279449463,5.095843315124512,0.8055555820465088,5.83826208114624,2.215230703353882,5.0162553787231445,0.7451763153076172
2,4673,5.763023376464844,2.409348726272583,4.939784526824951,0.699999988079071,6.34946346282959,2.5172970294952393,5.526503562927246,0.7553879022598267,6.755504608154297,2.615907669067383,5.921711444854736,0.8187311291694641,6.39572286605835,2.5254645347595215,5.5729475021362305,0.7593905329704285,,,,,,,,,,,,,,,,
3,6231,,,,,,,,,,,,,,,,,5.157501220703125,2.0299923419952393,4.333720684051514,0.7350835204124451,5.264161109924316,1.973536729812622,4.443295001983643,0.7343999743461609,5.788114547729492,2.0337932109832764,4.95549201965332,0.7777777910232544,5.265707015991211,1.9673290252685547,4.4452972412109375,0.7336438298225403
3,6231,5.349997520446777,2.2235066890716553,4.530600547790527,0.6940298676490784,5.847019672393799,2.274953603744507,5.029207229614258,0.7329935431480408,5.851556301116943,2.3260087966918945,5.022589206695557,0.773413896560669,5.891210556030273,2.2787866592407227,5.073695182800293,0.7358699440956116,,,,,,,,,,,,,,,,
4,7789,,,,,,,,,,,,,,,,,5.2309722900390625,2.0124759674072266,4.411442279815674,0.7326968908309937,5.547901153564453,1.9990273714065552,4.727043628692627,0.7644000053405762,6.280951023101807,2.223118305206299,5.444885730743408,0.8472222089767456,5.565646648406982,1.9941999912261963,4.744907379150391,0.7660235166549683
4,7789,5.252199649810791,2.105463743209839,4.4300689697265625,0.6935323476791382,5.521754741668701,2.102278232574463,4.700525760650635,0.7230003476142883,5.8735761642456055,2.3088767528533936,5.045462131500244,0.7764350175857544,5.540597438812256,2.0989675521850586,4.719547271728516,0.724840521812439,,,,,,,,,,,,,,,,
5,9347,,,,,,,,,,,,,,,,,4.849128723144531,2.0048577785491943,4.044730186462402,0.6491646766662598,4.922909736633301,1.928739070892334,4.105064392089844,0.6919999718666077,5.458632469177246,2.080733299255371,4.617962837219238,0.7083333134651184,4.921210289001465,1.91923987865448,4.102481365203857,0.6957196593284607
5,9347,5.145306587219238,2.038755416870117,4.327284812927246,0.6915422677993774,5.3270769119262695,2.0174779891967773,4.508052825927734,0.7126460075378418,5.717015266418457,2.254302740097046,4.886654853820801,0.7643504738807678,5.33754301071167,2.0121145248413086,4.518596172332764,0.7137668132781982,,,,,,,,,,,,,,,,
6,10905,,,,,,,,,,,,,,,,,4.762009143829346,1.863102674484253,3.951918840408325,0.6491646766662598,4.770679950714111,1.7869644165039062,3.9583206176757812,0.6661999821662903,5.372529983520508,1.934518575668335,4.546706676483154,0.7361111044883728,4.761873722076416,1.7775334119796753,3.9495224952697754,0.6666666865348816
